req_len,is_post,num_params,special_chars,sql_count,xss_count,trav_count,alpha_count,digit_count,non_ascii
533.0,0.0,7.0,35.0,1.0,0.0,0.0,362.0,52.0,0.0
642.0,1.0,11.0,44.0,1.0,0.0,0.0,435.0,67.0,0.0
777.0,0.0,19.0,63.0,1.0,0.0,0.0,541.0,83.0,0.0
830.0,1.0,19.0,62.0,1.0,0.0,0.0,575.0,90.0,0.0
569.0,0.0,7.0,48.0,4.0,0.0,0.0,366.0,64.0,0.0
546.0,0.0,9.0,40.0,2.0,0.0,0.0,364.0,58.0,0.0
605.0,1.0,9.0,39.0,2.0,0.0,0.0,415.0,55.0,0.0
490.0,0.0,6.0,32.0,1.0,0.0,0.0,329.0,44.0,0.0
808.0,0.0,19.0,76.0,2.0,0.0,0.0,520.0,117.0,0.0
896.0,1.0,19.0,69.0,1.0,0.0,0.0,594.0,127.0,0.0
508.0,0.0,6.0,34.0,2.0,0.0,0.0,343.0,48.0,0.0
632.0,1.0,7.0,47.0,4.0,0.0,0.0,420.0,64.0,0.0
779.0,0.0,19.0,62.0,1.0,0.0,0.0,535.0,89.0,0.0
517.0,0.0,6.0,34.0,1.0,0.0,0.0,345.0,51.0,0.0
534.0,0.0,7.0,35.0,1.0,0.0,0.0,359.0,56.0,0.0
746.0,0.0,19.0,64.0,1.0,0.0,0.0,499.0,92.0,0.0
691.0,1.0,11.0,59.0,2.0,0.0,0.0,441.0,90.0,0.0
480.0,0.0,6.0,31.0,1.0,0.0,0.0,324.0,42.0,0.0
642.0,1.0,7.0,40.0,1.0,0.0,0.0,423.0,82.0,0.0
873.0,1.0,19.0,73.0,4.0,0.0,0.0,582.0,109.0,0.0
558.0,0.0,11.0,43.0,1.0,0.0,0.0,379.0,53.0,0.0
858.0,1.0,19.0,67.0,1.0,0.0,0.0,563.0,124.0,0.0
722.0,1.0,11.0,54.0,1.0,0.0,0.0,479.0,88.0,0.0
740.0,0.0,19.0,62.0,1.0,0.0,0.0,498.0,92.0,0.0
624.0,1.0,7.0,40.0,1.0,0.0,0.0,420.0,65.0,0.0
750.0,0.0,19.0,62.0,1.0,0.0,0.0,508.0,90.0,0.0
648.0,1.0,7.0,41.0,1.0,0.0,0.0,425.0,85.0,0.0
836.0,1.0,19.0,65.0,1.0,0.0,0.0,573.0,94.0,0.0
646.0,1.0,7.0,43.0,1.0,0.0,0.0,443.0,62.0,0.0
878.0,1.0,19.0,74.0,2.0,0.0,0.0,585.0,112.0,0.0
491.0,0.0,6.0,31.0,1.0,0.0,0.0,327.0,48.0,0.0
818.0,0.0,19.0,67.0,1.0,0.0,0.0,537.0,123.0,0.0
567.0,0.0,11.0,45.0,1.0,0.0,0.0,391.0,48.0,0.0
533.0,0.0,7.0,35.0,1.0,0.0,0.0,361.0,53.0,0.0
577.0,0.0,11.0,47.0,1.0,0.0,0.0,381.0,63.0,0.0
582.0,1.0,7.0,35.0,1.0,0.0,0.0,398.0,52.0,0.0
799.0,0.0,19.0,66.0,1.0,0.0,0.0,527.0,115.0,0.0
650.0,0.0,11.0,65.0,2.0,0.0,0.0,405.0,94.0,0.0
846.0,1.0,19.0,65.0,1.0,0.0,0.0,581.0,93.0,0.0
581.0,1.0,7.0,35.0,1.0,0.0,0.0,395.0,55.0,0.0
840.0,1.0,19.0,62.0,1.0,0.0,0.0,579.0,94.0,0.0
633.0,1.0,11.0,44.0,1.0,0.0,0.0,439.0,54.0,0.0
553.0,0.0,9.0,43.0,2.0,0.0,0.0,360.0,67.0,0.0
832.0,1.0,19.0,62.0,1.0,0.0,0.0,572.0,92.0,0.0
473.0,0.0,6.0,31.0,1.0,0.0,0.0,316.0,44.0,0.0
841.0,1.0,19.0,64.0,1.0,0.0,0.0,580.0,93.0,0.0
506.0,0.0,6.0,33.0,1.0,0.0,0.0,346.0,44.0,0.0
811.0,1.0,19.0,63.0,1.0,0.0,0.0,557.0,90.0,0.0
658.0,1.0,7.0,39.0,1.0,0.0,0.0,441.0,80.0,0.0
490.0,0.0,6.0,31.0,1.0,0.0,0.0,324.0,50.0,0.0
573.0,0.0,11.0,44.0,1.0,0.0,0.0,394.0,52.0,0.0
616.0,0.0,11.0,47.0,1.0,0.0,0.0,402.0,83.0,0.0
606.0,0.0,11.0,54.0,4.0,0.0,0.0,392.0,70.0,0.0
635.0,1.0,11.0,43.0,1.0,0.0,0.0,432.0,64.0,0.0
831.0,1.0,19.0,66.0,1.0,0.0,0.0,564.0,96.0,0.0
754.0,0.0,19.0,64.0,1.0,0.0,0.0,512.0,88.0,0.0
890.0,1.0,19.0,68.0,1.0,0.0,0.0,593.0,124.0,0.0
821.0,1.0,19.0,62.0,1.0,0.0,0.0,560.0,95.0,0.0
799.0,1.0,19.0,60.0,1.0,0.0,0.0,552.0,85.0,0.0
574.0,1.0,7.0,36.0,1.0,0.0,0.0,386.0,56.0,0.0
637.0,1.0,11.0,44.0,1.0,0.0,0.0,436.0,61.0,0.0
491.0,0.0,6.0,32.0,1.0,0.0,0.0,330.0,46.0,0.0
648.0,1.0,11.0,46.0,1.0,0.0,0.0,435.0,70.0,0.0
581.0,1.0,7.0,35.0,1.0,0.0,0.0,392.0,58.0,0.0
740.0,0.0,19.0,62.0,1.0,0.0,0.0,505.0,81.0,0.0
766.0,0.0,19.0,64.0,1.0,0.0,0.0,527.0,82.0,0.0
547.0,0.0,9.0,40.0,2.0,0.0,0.0,358.0,64.0,0.0
488.0,0.0,6.0,32.0,1.0,0.0,0.0,330.0,44.0,0.0
783.0,0.0,19.0,63.0,1.0,0.0,0.0,537.0,88.0,0.0
576.0,0.0,11.0,46.0,1.0,0.0,0.0,393.0,54.0,0.0
577.0,0.0,9.0,47.0,3.0,0.0,0.0,376.0,68.0,0.0
836.0,1.0,19.0,64.0,1.0,0.0,0.0,578.0,90.0,0.0
477.0,0.0,6.0,30.0,1.0,0.0,0.0,312.0,52.0,0.0
632.0,1.0,7.0,47.0,4.0,0.0,0.0,413.0,71.0,0.0
564.0,0.0,11.0,43.0,1.0,0.0,0.0,377.0,61.0,0.0
505.0,0.0,6.0,32.0,1.0,0.0,0.0,320.0,69.0,0.0
812.0,1.0,19.0,61.0,1.0,0.0,0.0,557.0,93.0,0.0
973.0,1.0,19.0,80.0,1.0,1.0,0.0,662.0,120.0,0.0
818.0,1.0,19.0,61.0,1.0,0.0,0.0,565.0,89.0,0.0
712.0,1.0,11.0,61.0,2.0,0.0,0.0,468.0,84.0,0.0
643.0,1.0,11.0,45.0,1.0,0.0,0.0,433.0,66.0,0.0
529.0,0.0,6.0,35.0,1.0,0.0,0.0,363.0,47.0,0.0
639.0,1.0,11.0,44.0,1.0,0.0,0.0,440.0,58.0,0.0
763.0,0.0,19.0,64.0,1.0,0.0,0.0,515.0,93.0,0.0
701.0,1.0,11.0,61.0,2.0,0.0,0.0,448.0,93.0,0.0
754.0,0.0,19.0,63.0,1.0,0.0,0.0,511.0,90.0,0.0
639.0,1.0,11.0,44.0,1.0,0.0,0.0,446.0,53.0,0.0
648.0,0.0,11.0,64.0,2.0,0.0,0.0,400.0,98.0,0.0
496.0,0.0,6.0,31.0,1.0,0.0,0.0,312.0,70.0,0.0
691.0,1.0,11.0,48.0,1.0,0.0,0.0,463.0,83.0,0.0
579.0,0.0,7.0,41.0,1.0,0.0,0.0,374.0,80.0,0.0
764.0,0.0,19.0,63.0,1.0,0.0,0.0,517.0,92.0,0.0
605.0,1.0,7.0,36.0,1.0,0.0,0.0,422.0,50.0,0.0
816.0,1.0,19.0,66.0,1.0,0.0,0.0,550.0,98.0,0.0
616.0,0.0,11.0,47.0,1.0,0.0,0.0,397.0,85.0,0.0
725.0,0.0,11.0,63.0,1.0,1.0,0.0,484.0,85.0,0.0
491.0,0.0,6.0,32.0,1.0,0.0,0.0,324.0,50.0,0.0
602.0,1.0,7.0,35.0,1.0,0.0,0.0,421.0,49.0,0.0
627.0,0.0,11.0,49.0,1.0,0.0,0.0,404.0,87.0,0.0
839.0,1.0,19.0,62.0,1.0,0.0,0.0,581.0,91.0,0.0
525.0,0.0,6.0,35.0,1.0,0.0,0.0,352.0,51.0,0.0
923.0,1.0,19.0,76.0,1.0,0.0,0.0,609.0,134.0,0.0
639.0,1.0,11.0,44.0,1.0,0.0,0.0,437.0,62.0,0.0
599.0,1.0,7.0,36.0,1.0,0.0,0.0,408.0,58.0,0.0
865.0,1.0,19.0,72.0,4.0,0.0,0.0,591.0,95.0,0.0
521.0,0.0,6.0,34.0,1.0,0.0,0.0,345.0,55.0,0.0
511.0,0.0,6.0,32.0,1.0,0.0,0.0,351.0,45.0,0.0
538.0,0.0,9.0,39.0,2.0,0.0,0.0,361.0,54.0,0.0
574.0,0.0,7.0,40.0,1.0,0.0,0.0,368.0,82.0,0.0
789.0,0.0,19.0,73.0,4.0,0.0,0.0,517.0,106.0,0.0
833.0,1.0,19.0,65.0,1.0,0.0,0.0,567.0,94.0,0.0
573.0,0.0,7.0,40.0,1.0,0.0,0.0,362.0,87.0,0.0
502.0,0.0,6.0,33.0,1.0,0.0,0.0,333.0,53.0,0.0
643.0,1.0,9.0,51.0,5.0,0.0,0.0,422.0,70.0,0.0
766.0,0.0,19.0,64.0,1.0,0.0,0.0,526.0,87.0,0.0
501.0,0.0,6.0,33.0,1.0,0.0,0.0,343.0,42.0,0.0
760.0,0.0,19.0,66.0,1.0,0.0,0.0,505.0,96.0,0.0
510.0,0.0,6.0,33.0,1.0,0.0,0.0,345.0,49.0,0.0
641.0,1.0,11.0,44.0,1.0,0.0,0.0,442.0,59.0,0.0
778.0,0.0,19.0,75.0,4.0,0.0,0.0,509.0,100.0,0.0
765.0,0.0,19.0,63.0,1.0,0.0,0.0,527.0,84.0,0.0
849.0,1.0,19.0,64.0,1.0,0.0,0.0,582.0,98.0,0.0
631.0,0.0,11.0,50.0,1.0,0.0,0.0,408.0,86.0,0.0
838.0,1.0,19.0,63.0,1.0,0.0,0.0,570.0,98.0,0.0
567.0,0.0,11.0,43.0,1.0,0.0,0.0,379.0,62.0,0.0
767.0,0.0,19.0,65.0,1.0,0.0,0.0,523.0,89.0,0.0
768.0,0.0,19.0,65.0,1.0,0.0,0.0,526.0,86.0,0.0
743.0,0.0,19.0,63.0,1.0,0.0,0.0,506.0,85.0,0.0
823.0,1.0,19.0,62.0,1.0,0.0,0.0,576.0,80.0,0.0
759.0,0.0,19.0,62.0,1.0,0.0,0.0,514.0,92.0,0.0
646.0,1.0,9.0,47.0,3.0,0.0,0.0,433.0,67.0,0.0
626.0,1.0,7.0,38.0,1.0,0.0,0.0,414.0,77.0,0.0
827.0,1.0,19.0,65.0,1.0,0.0,0.0,569.0,92.0,0.0
731.0,0.0,19.0,62.0,1.0,0.0,0.0,492.0,88.0,0.0
1097.0,0.0,7.0,144.0,1.0,0.0,0.0,427.0,440.0,0.0
643.0,1.0,11.0,46.0,1.0,0.0,0.0,441.0,57.0,0.0
862.0,1.0,19.0,71.0,3.0,0.0,0.0,581.0,102.0,0.0
834.0,1.0,19.0,63.0,1.0,0.0,0.0,569.0,97.0,0.0
625.0,1.0,7.0,44.0,3.0,0.0,0.0,415.0,65.0,0.0
746.0,0.0,19.0,67.0,1.0,0.0,0.0,496.0,97.0,0.0
819.0,1.0,19.0,62.0,1.0,0.0,0.0,570.0,85.0,0.0
776.0,0.0,19.0,62.0,1.0,0.0,0.0,533.0,91.0,0.0
854.0,1.0,19.0,62.0,1.0,0.0,0.0,585.0,99.0,0.0
823.0,1.0,19.0,62.0,1.0,0.0,0.0,564.0,95.0,0.0
637.0,1.0,11.0,45.0,1.0,0.0,0.0,434.0,59.0,0.0
811.0,1.0,19.0,68.0,1.0,0.0,0.0,543.0,100.0,0.0
810.0,1.0,19.0,61.0,1.0,0.0,0.0,562.0,86.0,0.0
496.0,0.0,6.0,33.0,1.0,0.0,0.0,329.0,51.0,0.0
517.0,0.0,7.0,36.0,1.0,0.0,0.0,347.0,51.0,0.0
806.0,0.0,19.0,66.0,1.0,0.0,0.0,549.0,96.0,0.0
738.0,0.0,19.0,66.0,1.0,0.0,0.0,489.0,96.0,0.0
614.0,1.0,9.0,40.0,2.0,0.0,0.0,411.0,65.0,0.0
777.0,0.0,19.0,64.0,1.0,0.0,0.0,522.0,99.0,0.0
823.0,1.0,19.0,62.0,1.0,0.0,0.0,563.0,96.0,0.0
579.0,0.0,11.0,47.0,1.0,0.0,0.0,392.0,57.0,0.0
638.0,1.0,11.0,43.0,1.0,0.0,0.0,439.0,59.0,0.0
568.0,0.0,11.0,44.0,1.0,0.0,0.0,390.0,51.0,0.0
836.0,1.0,19.0,63.0,1.0,0.0,0.0,577.0,91.0,0.0
748.0,0.0,19.0,62.0,1.0,0.0,0.0,500.0,94.0,0.0
519.0,0.0,6.0,34.0,1.0,0.0,0.0,329.0,72.0,0.0
658.0,1.0,7.0,45.0,1.0,0.0,0.0,433.0,83.0,0.0
566.0,0.0,7.0,44.0,3.0,0.0,0.0,370.0,64.0,0.0
613.0,1.0,7.0,43.0,2.0,0.0,0.0,404.0,67.0,0.0
592.0,0.0,11.0,45.0,2.0,0.0,0.0,398.0,60.0,0.0
627.0,0.0,11.0,48.0,1.0,0.0,0.0,417.0,78.0,0.0
633.0,1.0,11.0,44.0,1.0,0.0,0.0,438.0,55.0,0.0
561.0,0.0,7.0,45.0,1.0,0.0,0.0,368.0,65.0,0.0
742.0,0.0,19.0,63.0,1.0,0.0,0.0,502.0,89.0,0.0
511.0,0.0,6.0,34.0,1.0,0.0,0.0,340.0,52.0,0.0
635.0,1.0,7.0,44.0,3.0,0.0,0.0,430.0,60.0,0.0
646.0,1.0,11.0,45.0,1.0,0.0,0.0,449.0,55.0,0.0
861.0,1.0,19.0,68.0,1.0,0.0,0.0,583.0,103.0,0.0
836.0,1.0,19.0,65.0,1.0,0.0,0.0,571.0,97.0,0.0
679.0,1.0,11.0,52.0,2.0,0.0,0.0,451.0,77.0,0.0
828.0,1.0,19.0,62.0,1.0,0.0,0.0,572.0,92.0,0.0
750.0,0.0,19.0,61.0,1.0,0.0,0.0,513.0,85.0,0.0
751.0,0.0,19.0,62.0,1.0,0.0,0.0,507.0,92.0,0.0
884.0,1.0,19.0,66.0,3.0,0.0,0.0,601.0,104.0,0.0
493.0,0.0,6.0,33.0,1.0,0.0,0.0,325.0,52.0,0.0
587.0,0.0,11.0,49.0,1.0,0.0,0.0,379.0,71.0,0.0
823.0,1.0,19.0,62.0,1.0,0.0,0.0,564.0,96.0,0.0
837.0,1.0,19.0,63.0,1.0,0.0,0.0,575.0,93.0,0.0
646.0,1.0,11.0,45.0,1.0,0.0,0.0,436.0,69.0,0.0
871.0,1.0,19.0,74.0,4.0,0.0,0.0,573.0,116.0,0.0
907.0,1.0,19.0,75.0,1.0,0.0,0.0,600.0,129.0,0.0
598.0,1.0,7.0,39.0,1.0,0.0,0.0,410.0,53.0,0.0
641.0,0.0,11.0,54.0,1.0,0.0,0.0,412.0,89.0,0.0
803.0,1.0,19.0,61.0,1.0,0.0,0.0,551.0,90.0,0.0
748.0,0.0,19.0,63.0,1.0,0.0,0.0,499.0,92.0,0.0
845.0,1.0,19.0,63.0,1.0,0.0,0.0,583.0,92.0,0.0
601.0,0.0,9.0,54.0,3.0,0.0,0.0,380.0,81.0,0.0
641.0,1.0,7.0,45.0,4.0,0.0,0.0,431.0,64.0,0.0
815.0,1.0,19.0,62.0,1.0,0.0,0.0,560.0,91.0,0.0
754.0,0.0,19.0,61.0,1.0,0.0,0.0,516.0,87.0,0.0
820.0,1.0,19.0,61.0,1.0,0.0,0.0,561.0,93.0,0.0
748.0,0.0,19.0,62.0,1.0,0.0,0.0,512.0,86.0,0.0
498.0,0.0,6.0,33.0,1.0,0.0,0.0,336.0,46.0,0.0
820.0,1.0,19.0,63.0,1.0,0.0,0.0,557.0,97.0,0.0
506.0,0.0,6.0,33.0,1.0,0.0,0.0,337.0,51.0,0.0
554.0,0.0,7.0,43.0,2.0,0.0,0.0,360.0,65.0,0.0
530.0,0.0,6.0,35.0,1.0,0.0,0.0,362.0,49.0,0.0
569.0,0.0,11.0,43.0,1.0,0.0,0.0,387.0,54.0,0.0
539.0,0.0,9.0,39.0,2.0,0.0,0.0,366.0,48.0,0.0
567.0,0.0,11.0,44.0,1.0,0.0,0.0,373.0,64.0,0.0
999.0,1.0,19.0,79.0,1.0,1.0,0.0,686.0,121.0,0.0
573.0,0.0,11.0,45.0,1.0,0.0,0.0,387.0,55.0,0.0
846.0,1.0,19.0,70.0,3.0,0.0,0.0,573.0,97.0,0.0
518.0,0.0,7.0,35.0,1.0,0.0,0.0,346.0,53.0,0.0
735.0,0.0,19.0,61.0,1.0,0.0,0.0,500.0,85.0,0.0
766.0,0.0,19.0,62.0,1.0,0.0,0.0,517.0,92.0,0.0
815.0,1.0,19.0,66.0,1.0,0.0,0.0,551.0,95.0,0.0
739.0,0.0,19.0,62.0,1.0,0.0,0.0,505.0,84.0,0.0
796.0,0.0,19.0,64.0,1.0,0.0,0.0,544.0,93.0,0.0
834.0,1.0,19.0,64.0,1.0,0.0,0.0,571.0,95.0,0.0
588.0,0.0,11.0,49.0,1.0,0.0,0.0,390.0,64.0,0.0
514.0,0.0,6.0,34.0,1.0,0.0,0.0,351.0,45.0,0.0
813.0,1.0,19.0,63.0,1.0,0.0,0.0,551.0,99.0,0.0
749.0,0.0,19.0,64.0,1.0,0.0,0.0,508.0,87.0,0.0
675.0,1.0,9.0,49.0,1.0,0.0,0.0,439.0,89.0,0.0
563.0,0.0,11.0,43.0,1.0,0.0,0.0,382.0,55.0,0.0
834.0,0.0,19.0,69.0,3.0,0.0,0.0,564.0,97.0,0.0
772.0,0.0,19.0,62.0,1.0,0.0,0.0,529.0,89.0,0.0
721.0,1.0,11.0,64.0,2.0,0.0,0.0,458.0,100.0,0.0
744.0,0.0,19.0,62.0,1.0,0.0,0.0,499.0,92.0,0.0
752.0,0.0,19.0,67.0,1.0,0.0,0.0,502.0,94.0,0.0
769.0,0.0,19.0,65.0,1.0,0.0,0.0,517.0,91.0,0.0
575.0,0.0,11.0,46.0,1.0,0.0,0.0,386.0,60.0,0.0
815.0,1.0,19.0,62.0,1.0,0.0,0.0,557.0,90.0,0.0
629.0,1.0,11.0,43.0,1.0,0.0,0.0,439.0,51.0,0.0
561.0,0.0,11.0,45.0,1.0,0.0,0.0,376.0,57.0,0.0
562.0,0.0,11.0,43.0,1.0,0.0,0.0,382.0,53.0,0.0
815.0,1.0,19.0,65.0,1.0,0.0,0.0,557.0,92.0,0.0
820.0,1.0,19.0,65.0,1.0,0.0,0.0,563.0,91.0,0.0
623.0,1.0,7.0,43.0,2.0,0.0,0.0,416.0,65.0,0.0
604.0,0.0,11.0,55.0,4.0,0.0,0.0,393.0,69.0,0.0
770.0,0.0,19.0,65.0,1.0,0.0,0.0,521.0,90.0,0.0
478.0,0.0,6.0,31.0,1.0,0.0,0.0,317.0,48.0,0.0
503.0,0.0,6.0,33.0,1.0,0.0,0.0,334.0,52.0,0.0
693.0,1.0,9.0,51.0,2.0,0.0,0.0,466.0,78.0,0.0
565.0,0.0,7.0,45.0,1.0,0.0,0.0,370.0,67.0,0.0
595.0,0.0,9.0,48.0,4.0,0.0,0.0,394.0,63.0,0.0
558.0,0.0,9.0,43.0,2.0,0.0,0.0,363.0,67.0,0.0
768.0,0.0,19.0,61.0,1.0,0.0,0.0,525.0,92.0,0.0
572.0,0.0,11.0,46.0,1.0,0.0,0.0,389.0,54.0,0.0
742.0,0.0,19.0,62.0,1.0,0.0,0.0,505.0,87.0,0.0
845.0,1.0,19.0,61.0,1.0,0.0,0.0,582.0,92.0,0.0
635.0,1.0,11.0,44.0,1.0,0.0,0.0,431.0,61.0,0.0
746.0,0.0,19.0,63.0,1.0,0.0,0.0,503.0,90.0,0.0
572.0,0.0,11.0,43.0,1.0,0.0,0.0,398.0,48.0,0.0
600.0,1.0,7.0,40.0,1.0,0.0,0.0,398.0,64.0,0.0
813.0,1.0,19.0,60.0,1.0,0.0,0.0,558.0,92.0,0.0
509.0,0.0,6.0,35.0,1.0,0.0,0.0,338.0,53.0,0.0
587.0,1.0,7.0,35.0,1.0,0.0,0.0,400.0,55.0,0.0
740.0,0.0,19.0,61.0,1.0,0.0,0.0,502.0,89.0,0.0
716.0,1.0,11.0,52.0,1.0,0.0,0.0,481.0,85.0,0.0
772.0,0.0,19.0,64.0,1.0,0.0,0.0,532.0,82.0,0.0
823.0,0.0,19.0,77.0,2.0,0.0,0.0,537.0,115.0,0.0
839.0,1.0,19.0,64.0,1.0,0.0,0.0,580.0,88.0,0.0
641.0,1.0,11.0,44.0,1.0,0.0,0.0,446.0,52.0,0.0
515.0,0.0,6.0,34.0,1.0,0.0,0.0,349.0,46.0,0.0
574.0,0.0,11.0,46.0,1.0,0.0,0.0,389.0,56.0,0.0
605.0,1.0,9.0,39.0,2.0,0.0,0.0,411.0,59.0,0.0
803.0,1.0,19.0,63.0,1.0,0.0,0.0,544.0,96.0,0.0
809.0,0.0,19.0,81.0,2.0,0.0,0.0,514.0,121.0,0.0
763.0,0.0,19.0,62.0,1.0,0.0,0.0,514.0,95.0,0.0
789.0,0.0,19.0,67.0,1.0,0.0,0.0,532.0,96.0,0.0
644.0,1.0,11.0,46.0,1.0,0.0,0.0,442.0,57.0,0.0
824.0,1.0,19.0,64.0,1.0,0.0,0.0,565.0,91.0,0.0
513.0,0.0,7.0,35.0,1.0,0.0,0.0,342.0,53.0,0.0
527.0,0.0,6.0,34.0,1.0,0.0,0.0,345.0,64.0,0.0
644.0,1.0,11.0,45.0,1.0,0.0,0.0,439.0,63.0,0.0
852.0,1.0,19.0,67.0,1.0,0.0,0.0,564.0,118.0,0.0
638.0,1.0,11.0,44.0,1.0,0.0,0.0,444.0,54.0,0.0
492.0,0.0,6.0,32.0,1.0,0.0,0.0,323.0,52.0,0.0
637.0,1.0,11.0,44.0,1.0,0.0,0.0,439.0,58.0,0.0
811.0,1.0,19.0,64.0,1.0,0.0,0.0,550.0,95.0,0.0
738.0,0.0,19.0,62.0,1.0,0.0,0.0,505.0,84.0,0.0
697.0,1.0,11.0,56.0,1.0,0.0,0.0,465.0,77.0,0.0
554.0,0.0,11.0,43.0,1.0,0.0,0.0,373.0,54.0,0.0
778.0,0.0,19.0,66.0,1.0,0.0,0.0,529.0,93.0,0.0
757.0,0.0,19.0,62.0,1.0,0.0,0.0,517.0,88.0,0.0
777.0,0.0,19.0,67.0,1.0,0.0,0.0,522.0,97.0,0.0
752.0,0.0,19.0,63.0,1.0,0.0,0.0,503.0,93.0,0.0
756.0,0.0,19.0,65.0,1.0,0.0,0.0,509.0,94.0,0.0
696.0,1.0,11.0,48.0,1.0,0.0,0.0,457.0,91.0,0.0
681.0,1.0,11.0,56.0,4.0,0.0,0.0,450.0,72.0,0.0
503.0,0.0,6.0,33.0,1.0,0.0,0.0,338.0,50.0,0.0
743.0,0.0,19.0,60.0,1.0,0.0,0.0,511.0,84.0,0.0
588.0,0.0,7.0,43.0,1.0,0.0,0.0,369.0,92.0,0.0
508.0,0.0,6.0,33.0,1.0,0.0,0.0,325.0,68.0,0.0
750.0,0.0,19.0,61.0,1.0,0.0,0.0,515.0,84.0,0.0
843.0,1.0,19.0,65.0,1.0,0.0,0.0,580.0,90.0,0.0
510.0,0.0,6.0,34.0,1.0,0.0,0.0,344.0,48.0,0.0
750.0,0.0,19.0,61.0,1.0,0.0,0.0,516.0,85.0,0.0
897.0,1.0,19.0,75.0,4.0,0.0,0.0,607.0,103.0,0.0
486.0,0.0,6.0,31.0,1.0,0.0,0.0,319.0,51.0,0.0
493.0,0.0,6.0,32.0,1.0,0.0,0.0,327.0,51.0,0.0
825.0,1.0,19.0,62.0,1.0,0.0,0.0,569.0,90.0,0.0
822.0,0.0,19.0,78.0,2.0,0.0,0.0,530.0,119.0,0.0
640.0,1.0,11.0,45.0,1.0,0.0,0.0,437.0,59.0,0.0
827.0,0.0,19.0,73.0,1.0,0.0,0.0,548.0,118.0,0.0
733.0,0.0,19.0,62.0,1.0,0.0,0.0,495.0,90.0,0.0
744.0,0.0,19.0,63.0,1.0,0.0,0.0,507.0,86.0,0.0
766.0,0.0,19.0,68.0,1.0,0.0,0.0,521.0,86.0,0.0
734.0,0.0,19.0,64.0,1.0,0.0,0.0,487.0,95.0,0.0
574.0,0.0,11.0,46.0,1.0,0.0,0.0,383.0,58.0,0.0
490.0,0.0,6.0,32.0,1.0,0.0,0.0,323.0,52.0,0.0
857.0,0.0,19.0,72.0,1.0,0.0,0.0,559.0,133.0,0.0
794.0,0.0,19.0,68.0,1.0,0.0,0.0,532.0,96.0,0.0
564.0,0.0,11.0,44.0,1.0,0.0,0.0,387.0,50.0,0.0
788.0,0.0,19.0,67.0,1.0,0.0,0.0,529.0,98.0,0.0
822.0,0.0,19.0,71.0,1.0,0.0,0.0,555.0,102.0,0.0
678.0,1.0,11.0,55.0,1.0,0.0,0.0,446.0,80.0,0.0
838.0,1.0,19.0,64.0,1.0,0.0,0.0,574.0,96.0,0.0
564.0,0.0,11.0,44.0,1.0,0.0,0.0,378.0,59.0,0.0
564.0,0.0,11.0,43.0,1.0,0.0,0.0,390.0,48.0,0.0
743.0,0.0,19.0,64.0,1.0,0.0,0.0,498.0,93.0,0.0
829.0,0.0,19.0,66.0,1.0,0.0,0.0,549.0,119.0,0.0
761.0,0.0,19.0,65.0,1.0,0.0,0.0,509.0,97.0,0.0
835.0,1.0,19.0,63.0,1.0,0.0,0.0,577.0,91.0,0.0
484.0,0.0,6.0,31.0,1.0,0.0,0.0,314.0,56.0,0.0
679.0,1.0,11.0,53.0,2.0,0.0,0.0,452.0,72.0,0.0
807.0,1.0,19.0,61.0,1.0,0.0,0.0,556.0,88.0,0.0
647.0,1.0,11.0,48.0,1.0,0.0,0.0,435.0,66.0,0.0
841.0,1.0,19.0,63.0,1.0,0.0,0.0,577.0,94.0,0.0
1076.0,0.0,7.0,144.0,1.0,0.0,0.0,400.0,447.0,0.0
658.0,1.0,7.0,43.0,1.0,0.0,0.0,428.0,90.0,0.0
635.0,1.0,11.0,43.0,1.0,0.0,0.0,448.0,48.0,0.0
754.0,0.0,19.0,62.0,1.0,0.0,0.0,515.0,89.0,0.0
601.0,0.0,7.0,56.0,2.0,0.0,0.0,364.0,94.0,0.0
639.0,1.0,11.0,44.0,1.0,0.0,0.0,443.0,55.0,0.0
773.0,0.0,19.0,62.0,1.0,0.0,0.0,531.0,90.0,0.0
575.0,0.0,11.0,46.0,1.0,0.0,0.0,387.0,56.0,0.0
772.0,0.0,19.0,65.0,1.0,0.0,0.0,526.0,90.0,0.0
638.0,1.0,11.0,44.0,1.0,0.0,0.0,447.0,49.0,0.0
742.0,0.0,19.0,65.0,1.0,0.0,0.0,497.0,91.0,0.0
891.0,1.0,19.0,71.0,1.0,0.0,0.0,593.0,124.0,0.0
778.0,0.0,19.0,65.0,1.0,0.0,0.0,516.0,109.0,0.0
650.0,0.0,11.0,54.0,1.0,0.0,0.0,409.0,100.0,0.0
663.0,1.0,9.0,49.0,2.0,0.0,0.0,445.0,71.0,0.0
626.0,1.0,7.0,44.0,2.0,0.0,0.0,418.0,65.0,0.0
771.0,0.0,19.0,64.0,1.0,0.0,0.0,521.0,94.0,0.0
492.0,0.0,6.0,31.0,1.0,0.0,0.0,315.0,64.0,0.0
817.0,1.0,19.0,61.0,1.0,0.0,0.0,565.0,87.0,0.0
616.0,1.0,9.0,40.0,2.0,0.0,0.0,420.0,58.0,0.0
758.0,0.0,19.0,63.0,1.0,0.0,0.0,518.0,84.0,0.0
841.0,1.0,19.0,63.0,1.0,0.0,0.0,581.0,92.0,0.0
641.0,1.0,11.0,45.0,1.0,0.0,0.0,449.0,51.0,0.0
